Pathway	GeneID	Symbol	Description	Salt24h_vs_CK_log2FC	Salt24h_vs_CK_padj	Salt48h_vs_CK_log2FC	Salt48h_vs_CK_padj	Salt48h_vs_24h_log2FC	Salt48h_vs_24h_padj
Wax_Cutin	Unigene73347_All	sp|Q9SZL8|FRS5_ARATH/6e-13/Protein FAR1-RELATED SEQUENCE 5 OS=Arabidopsis thaliana GN=FRS5 PE=2 SV=1	gi|835926076|ref|XP_012699042.1|/8.40977e-37/PREDICTED: LOW QUALITY PROTEIN: protein FAR1-RELATED SEQUENCE 5-like [Setaria italica]	-0.5666	NA	-6.8704	NA	-6.3038	NA
Wax_Cutin	Unigene73354_All		gi|955724743|ref|XP_014659999.1|/9.10694e-28/PREDICTED: protein FAR1-RELATED SEQUENCE 6-like [Setaria italica] &gt;gi|944227237|gb|KQK91641.1| hypothetical protein SETIT_034085mg [Setaria italica]	-5.858	NA	-5.858	NA	0	NA
RNA_Processing	Unigene73446_All		gi|475488651|gb|EMT03384.1|/2.07148e-47/DEAD-box ATP-dependent RNA helicase 37 [Aegilops tauschii]	7.0038	NA	6.3279	NA	-0.6758	NA
Transcription	Unigene73478_All	sp|Q9FMR3|NAC90_ARATH/3e-13/NAC domain-containing protein 90 OS=Arabidopsis thaliana GN=NAC090 PE=2 SV=1	gi|475553520|gb|EMT12034.1|/1.2124e-18/NAC domain-containing protein 90 [Aegilops tauschii]	-1.1991	NA	-8.1649	NA	-6.9658	NA
Serine	Unigene73482_All		gi|475578009|gb|EMT17986.1|/2.57288e-14/Putative LRR receptor-like serine/threonine-protein kinase MRH1 [Aegilops tauschii]	1.585	NA	0	NA	-1.585	NA
Purine	Unigene7349_All	sp|Q9SUV1|BRT1_ARATH/4e-22/Adenine nucleotide transporter BT1, chloroplastic/mitochondrial OS=Arabidopsis thaliana GN=BT1 PE=1 SV=1	gi|357134462|ref|XP_003568836.1|/2.64121e-29/PREDICTED: adenine nucleotide transporter BT1, chloroplastic/mitochondrial-like [Brachypodium distachyon] &gt;gi|944071790|gb|KQK07274.1| hypothetical protein BRADI_2g34270 [Brachypodium distachyon]	-5.585	NA	-5.585	NA	0	NA
Transcription	Unigene73605_All		gi|960470121|ref|XM_014899466.1|/1.04956e-68/PREDICTED: Brachypodium distachyon transcription factor TGA2-like (LOC100840197), transcript variant X6, mRNA	0	NA	0	NA	0	NA
Serine	Unigene73770_All	sp|Q8RWW0|ALE2_ARATH/2e-31/Receptor-like serine/threonine-protein kinase ALE2 OS=Arabidopsis thaliana GN=ALE2 PE=1 SV=1	gi|721632496|ref|XP_010230582.1|/2.0037e-49/PREDICTED: receptor-like serine/threonine-protein kinase ALE2 isoform X2 [Brachypodium distachyon] &gt;gi|944067672|gb|KQK03156.1| hypothetical protein BRADI_2g05907 [Brachypodium distachyon]	1	NA	-5.4263	NA	-6.4263	NA
ROS_Scavenging	Unigene73791_All	sp|A7QEU4|PER5_VITVI/3e-44/Peroxidase 5 OS=Vitis vinifera GN=GSVIVT00037159001 PE=1 SV=2	gi|474215882|gb|EMS59038.1|/5.41116e-69/Peroxidase N1 [Triticum urartu]	2.1658	NA	0.5972	NA	-1.5686	NA
Serine	Unigene73794_All		gi|960487500|ref|XP_014758357.1|/1.55649e-27/PREDICTED: probable LRR receptor-like serine/threonine-protein kinase At4g08850 [Brachypodium distachyon] &gt;gi|944056994|gb|KQJ92632.1| hypothetical protein BRADI_4g44901 [Brachypodium distachyon]	2.2895	NA	0	NA	-2.2895	NA
Serine	Unigene73856_All		gi|226509803|ref|NP_001147141.1|/2.06675e-08/serine-rich protein [Zea mays] &gt;gi|195607628|gb|ACG25644.1| serine-rich protein [Zea mays]	0.0199	NA	2.3219	NA	2.302	NA
Phospholipid_Biosynthesis	Unigene73883_All		gi|474008806|gb|EMS52478.1|/6.75302e-33/Putative 1-phosphatidylinositol-3-phosphate 5-kinase [Triticum urartu]	0.0324	NA	-5.4594	NA	-5.4919	NA
Transcription	Unigene7391_All	sp|Q657C0|HFA6B_ORYSJ/5e-09/Heat stress transcription factor A-6a OS=Oryza sativa subsp. japonica GN=HSFA6B PE=2 SV=1	gi|514814762|ref|XP_004982151.1|/4.7042e-13/PREDICTED: heat stress transcription factor A-6a-like [Setaria italica] &gt;gi|944223280|gb|KQK87684.1| hypothetical protein SETIT_039749mg [Setaria italica]	-0.9866	NA	-1.9341	NA	-0.9475	NA
Serine	Unigene73959_All	sp|Q9LVP0|Y5639_ARATH/5e-16/Probable leucine-rich repeat receptor-like protein kinase At5g63930 OS=Arabidopsis thaliana GN=At5g63930 PE=2 SV=1	gi|475495196|gb|EMT03820.1|/9.58483e-25/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	0.0324	NA	-5.4594	NA	-5.4919	NA
Glycine	Unigene74087_All	sp|Q9SG80|ASD1_ARATH/1e-56/Alpha-L-arabinofuranosidase 1 OS=Arabidopsis thaliana GN=ASD1 PE=1 SV=1	gi|356503338|ref|XP_003520467.1|/2.42439e-59/PREDICTED: alpha-L-arabinofuranosidase 1-like [Glycine max] &gt;gi|947118404|gb|KRH66653.1| hypothetical protein GLYMA_03G120100 [Glycine max]	7.1724	NA	0.8074	NA	-6.3651	NA
Serine	Unigene74091_All	sp|C0LGQ5|GSO1_ARATH/1e-23/LRR receptor-like serine/threonine-protein kinase GSO1 OS=Arabidopsis thaliana GN=GSO1 PE=2 SV=1	gi|475521604|gb|EMT06652.1|/3.50671e-54/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-0.5756	NA	-3.7643	NA	-3.1887	NA
Proline	Unigene7414_All		gi|960459664|ref|XM_010239876.2|/9.54331e-16/PREDICTED: Brachypodium distachyon peptidyl-prolyl cis-trans isomerase FKBP20-2, chloroplastic (LOC100843031), transcript variant X3, mRNA	-0.585	NA	-5.6724	NA	-5.0875	NA
Protein_Kinase_Signalling	Unigene74170_All	sp|Q9SL76|P2C19_ARATH/2e-06/Protein phosphatase 2C and cyclic nucleotide-binding/kinase domain-containing protein OS=Arabidopsis thaliana GN=At2g20050/At2g20040 PE=2 SV=2	gi|923807804|ref|XP_013689782.1|/1.88802e-46/PREDICTED: cAMP-dependent protein kinase regulatory subunit-like [Brassica napus]	1.9678	NA	-5.0875	NA	-7.0553	NA
Phenylalanine	Unigene74290_All	sp|Q9SGD6|AROD6_ARATH/3e-42/Arogenate dehydratase/prephenate dehydratase 6, chloroplastic OS=Arabidopsis thaliana GN=ADT6 PE=1 SV=1	gi|475387723|gb|EMT00690.1|/6.40369e-49/Arogenate dehydratase/prephenate dehydratase 6, chloroplastic [Aegilops tauschii]	-1.5502	NA	-1.5502	NA	0	NA
Serine	Unigene74304_All		gi|474042908|gb|EMS53338.1|/1.45698e-33/putative inactive serine/threonine-protein kinase lvsG [Triticum urartu]	0.0214	NA	-6.0661	NA	-6.0875	NA
Protein_Kinase_Signalling	Unigene74306_All	sp|Q9FL51|Y5694_ARATH/5e-10/Probably inactive leucine-rich repeat receptor-like protein kinase At5g06940 OS=Arabidopsis thaliana GN=At5g06940 PE=3 SV=1	gi|474435427|gb|EMS68150.1|/6.94939e-35/Receptor-like protein kinase HSL1 [Triticum urartu]	-5.6439	NA	1	NA	6.6439	NA
Flavonoid	Unigene74455_All		gi|475574189|gb|EMT16918.1|/1.15566e-15/Flavonol synthase/flavanone 3-hydroxylase [Aegilops tauschii]	-5.3923	NA	-5.3923	NA	0	NA
Chaperone	Unigene7447_All	sp|F4IVL6|GRV2_ARATH/2e-45/DnaJ homolog subfamily C GRV2 OS=Arabidopsis thaliana GN=GRV2 PE=1 SV=1	gi|721661010|ref|XP_010235054.1|/8.28193e-64/PREDICTED: dnaJ homolog subfamily C GRV2 [Brachypodium distachyon] &gt;gi|944062388|gb|KQJ97978.1| hypothetical protein BRADI_3g34450 [Brachypodium distachyon]	-0.9847	NA	-0.6598	NA	0.325	NA
Protein_Kinase_Signalling	Unigene74549_All	sp|Q9M345|LRK42_ARATH/2e-23/L-type lectin-domain containing receptor kinase IV.2 OS=Arabidopsis thaliana GN=LECRK42 PE=2 SV=1	gi|475619537|gb|EMT30802.1|/9.88489e-56/Lectin-domain containing receptor kinase A4.3 [Aegilops tauschii]	-1.2818	NA	-2.1468	NA	-0.8651	NA
Serine	Unigene746_All	sp|P93050|RKF3_ARATH/0.0/Probable LRR receptor-like serine/threonine-protein kinase RKF3 OS=Arabidopsis thaliana GN=RKF3 PE=2 SV=1	gi|721634709|ref|XP_003565768.2|/0/PREDICTED: probable LRR receptor-like serine/threonine-protein kinase RKF3 [Brachypodium distachyon] &gt;gi|944068900|gb|KQK04384.1| hypothetical protein BRADI_2g13236 [Brachypodium distachyon]	-0.1151	NA	-0.4722	NA	-0.3571	NA
Inositol	Unigene74692_All		gi|475602827|gb|EMT25231.1|/3.99481e-38/GPI inositol-deacylase [Aegilops tauschii]	0.6086	NA	-6.6582	NA	-7.2668	NA
Serine	Unigene748_All	sp|O64477|Y2913_ARATH/0.0/G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130 OS=Arabidopsis thaliana GN=At2g19130 PE=2 SV=1	gi|357122470|ref|XP_003562938.1|/0/PREDICTED: G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130 [Brachypodium distachyon] &gt;gi|944080472|gb|KQK15824.1| hypothetical protein BRADI_1g25090 [Brachypodium distachyon]	-0.53	NA	-1.7098	NA	-1.1799	NA
Serine	Unigene74814_All	sp|Q9FZ59|PEPR2_ARATH/2e-11/Leucine-rich repeat receptor-like protein kinase PEPR2 OS=Arabidopsis thaliana GN=PEPR2 PE=1 SV=1	gi|475613443|gb|EMT28771.1|/4.02146e-39/LRR receptor-like serine/threonine-protein kinase FLS2 [Aegilops tauschii]	0	NA	-0.9605	NA	-0.9605	NA
Inositol	Unigene74924_All	sp|Q9FJ95|DHSO_ARATH/2e-34/Sorbitol dehydrogenase OS=Arabidopsis thaliana GN=SDH PE=1 SV=1	gi|544209232|ref|XP_005535019.1|/1.19476e-44/NAD-dependent sorbitol dehydrogenase [Cyanidioschyzon merolae strain 10D] &gt;gi|449015331|dbj|BAM78733.1| NAD-dependent sorbitol dehydrogenase [Cyanidioschyzon merolae strain 10D]	3.585	NA	1.5025	NA	-2.0825	NA
Chaperone	Unigene7510_All		gi|960455922|ref|XM_003563225.3|/9.77599e-13/PREDICTED: Brachypodium distachyon dnaJ homolog subfamily C member 4-like (LOC100822719), mRNA	6.5766	NA	5.746	NA	-0.8306	NA
Protein_Kinase_Signalling	Unigene75239_All		gi|475527486|gb|EMT07482.1|/4.58747e-21/Wall-associated receptor kinase 2 [Aegilops tauschii]	-5.7814	NA	-5.7814	NA	0	NA
Transcription	Unigene7536_All	sp|Q9FDW1|MYB44_ARATH/1e-35/Transcription factor MYB44 OS=Arabidopsis thaliana GN=MYB44 PE=2 SV=1	gi|473721774|gb|EMS44973.1|/5.33155e-51/Transcription factor MYB44 [Triticum urartu]	-4.8074	NA	2.2587	NA	7.0661	NA
Glycine	Unigene75368_All	sp|Q0DJS1|TOR_ORYSJ/6e-13/Serine/threonine-protein kinase TOR OS=Oryza sativa subsp. japonica GN=TOR PE=2 SV=3	gi|474391874|gb|EMS65402.1|/4.51207e-78/Serine hydroxymethyltransferase, mitochondrial [Triticum urartu]	1.4179	NA	-0.5737	NA	-1.9916	NA
Glycolysis	Unigene7537_All	sp|Q7XPY7|BGL14_ORYSJ/1e-45/Probable inactive beta-glucosidase 14 OS=Oryza sativa subsp. japonica GN=BGLU14 PE=2 SV=2	gi|474241391|gb|EMS59801.1|/3.92194e-51/putative inactive beta-glucosidase 14 [Triticum urartu]	-1.3876	NA	-0.877	NA	0.5106	NA
Protein_Kinase_Signalling	Unigene75375_All	sp|O80939|LRK41_ARATH/2e-24/L-type lectin-domain containing receptor kinase IV.1 OS=Arabidopsis thaliana GN=LECRK41 PE=2 SV=1	gi|721693052|ref|XP_010240174.1|/5.23268e-75/PREDICTED: L-type lectin-domain containing receptor kinase IV.1-like [Brachypodium distachyon] &gt;gi|944048102|gb|KQJ83743.1| hypothetical protein BRADI_5g16590 [Brachypodium distachyon]	1.3152	NA	1.3152	NA	0	NA
Chaperone	Unigene754_All	sp|Q2QVG9|CLPC2_ORYSJ/0.0/Chaperone protein ClpC2, chloroplastic OS=Oryza sativa subsp. japonica GN=CLPC2 PE=2 SV=2	gi|721682942|ref|XP_010238595.1|/0/PREDICTED: chaperone protein ClpC2, chloroplastic [Brachypodium distachyon] &gt;gi|944056166|gb|KQJ91804.1| hypothetical protein BRADI_4g39880 [Brachypodium distachyon]	0.1898	NA	1.6204	NA	1.4306	NA
Protein_Kinase_Signalling	Unigene7540_All	sp|Q8RY17|WAKLI_ARATH/7e-26/Wall-associated receptor kinase-like 22 OS=Arabidopsis thaliana GN=WAKL22 PE=2 SV=1	gi|721661709|ref|XP_010235158.1|/4.25132e-53/PREDICTED: wall-associated receptor kinase 5-like [Brachypodium distachyon] &gt;gi|944062822|gb|KQJ98412.1| hypothetical protein BRADI_3g36780 [Brachypodium distachyon]	1.585	NA	2.9835	NA	1.3985	NA
Protein_Kinase_Signalling	Unigene75417_All	sp|C0LGF4|FEI1_ARATH/8e-15/LRR receptor-like serine/threonine-protein kinase FEI 1 OS=Arabidopsis thaliana GN=FEI1 PE=1 SV=1	gi|475609952|gb|EMT27558.1|/1.43673e-54/Putative kinase-like protein TMKL1 [Aegilops tauschii]	1.585	NA	-5.7814	NA	-7.3663	NA
Ubiquitin_Proteasome	Unigene75469_All	sp|Q93Y01|UBP9_ARATH/3e-30/Ubiquitin carboxyl-terminal hydrolase 9 OS=Arabidopsis thaliana GN=UBP9 PE=2 SV=1	gi|357145636|ref|XP_003573712.1|/5.80919e-40/PREDICTED: ubiquitin carboxyl-terminal hydrolase 9-like [Brachypodium distachyon] &gt;gi|944060482|gb|KQJ96072.1| hypothetical protein BRADI_3g20790 [Brachypodium distachyon]	-0.2352	NA	-1.2966	NA	-1.0614	NA
Protein_Kinase_Signalling	Unigene75630_All	sp|Q9LMN8|WAK3_ARATH/3e-06/Wall-associated receptor kinase 3 OS=Arabidopsis thaliana GN=WAK3 PE=2 SV=2	gi|475512317|gb|EMT05482.1|/8.97531e-46/Wall-associated receptor kinase 5 [Aegilops tauschii]	1.585	NA	-5.2095	NA	-6.7944	NA
Cysteine	Unigene75762_All		gi|475592272|gb|EMT22028.1|/1.79389e-07/Cysteine-rich receptor-like protein kinase 41 [Aegilops tauschii]	0	NA	0.9819	NA	0.9819	NA
Isoleucine	Unigene75777_All		gi|573921583|ref|XP_006648382.1|/8.09979e-09/PREDICTED: LOW QUALITY PROTEIN: probable isoleucine--tRNA ligase, cytoplasmic-like [Oryza brachyantha]	2.9727	NA	-4.3219	NA	-7.2946	NA
Ubiquitin_Proteasome	Unigene75851_All		gi|475503857|gb|EMT04574.1|/4.36816e-40/E3 ubiquitin-protein ligase SINA-like 11 [Aegilops tauschii]	1.5607	NA	-5.3219	NA	-6.8826	NA
Protein_Kinase_Signalling	Unigene7591_All	sp|O81832|Y4729_ARATH/1e-16/G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290 OS=Arabidopsis thaliana GN=At4g27290 PE=3 SV=4	gi|475584519|gb|EMT19792.1|/2.17603e-72/CBL-interacting protein kinase 26 [Aegilops tauschii]	2	NA	-4.585	NA	-6.585	NA
RNA_Processing	Unigene7593_All	sp|Q84T03|RH27_ORYSJ/2e-30/DEAD-box ATP-dependent RNA helicase 27 OS=Oryza sativa subsp. japonica GN=Os03g0802700 PE=3 SV=1	gi|474262408|gb|EMS60586.1|/5.89322e-39/DEAD-box ATP-dependent RNA helicase 27 [Triticum urartu]	1.0131	NA	-0.974	NA	-1.9871	NA
Ethylene	Unigene75932_All		gi|475513984|gb|EMT05676.1|/1.89407e-43/Serine/threonine-protein kinase CTR1 [Aegilops tauschii]	-1.5272	NA	-0.5703	NA	0.9569	NA
Ubiquitin_Proteasome	Unigene76001_All	sp|D1FP53|LIN_MEDTR/5e-06/Putative E3 ubiquitin-protein ligase LIN OS=Medicago truncatula GN=LIN PE=2 SV=1	gi|960472197|ref|XP_014755294.1|/9.05595e-70/PREDICTED: putative E3 ubiquitin-protein ligase LIN-1 isoform X2 [Brachypodium distachyon]	2.546	NA	-4.6439	NA	-7.1898	NA
Serine	Unigene76041_All	sp|Q8VZG8|Y4885_ARATH/2e-22/Probable LRR receptor-like serine/threonine-protein kinase At4g08850 OS=Arabidopsis thaliana GN=At4g08850 PE=2 SV=3	gi|475333574|gb|EMT00328.1|/1.21115e-44/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	1	NA	-0.9786	NA	-1.9786	NA
tRNA_Aminoacylation	Unigene76125_All	sp|P36428|SYA_ARATH/6e-15/Alanine--tRNA ligase OS=Arabidopsis thaliana GN=ALATS PE=1 SV=3	gi|475580414|gb|EMT18589.1|/1.09657e-19/Alanyl-tRNA synthetase, mitochondrial [Aegilops tauschii]	0.8219	NA	-0.9855	NA	-1.8074	NA
Serine	Unigene76199_All		gi|334832647|gb|HQ844032.1|/8.86889e-11/Centroplacus glaucinus voucher White 128, ser. 1 (MO) NADH dehydrogenase subunit 5 (nad5) gene, partial cds; mitochondrial	0	NA	0	NA	0	NA
Protein_Kinase_Signalling	Unigene76290_All	sp|Q08467|CSK21_ARATH/1e-25/Casein kinase II subunit alpha-1 OS=Arabidopsis thaliana GN=CKA1 PE=1 SV=3	gi|585108135|gb|EWM26141.1|/6.92042e-28/Protein kinase, ATP binding site [Nannochloropsis gaditana]	-5.7814	NA	-5.7814	NA	0	NA
Proline	Unigene7631_All	sp|Q38931|FKB62_ARATH/5e-29/Peptidyl-prolyl cis-trans isomerase FKBP62 OS=Arabidopsis thaliana GN=FKBP62 PE=1 SV=2	gi|159470941|ref|XP_001693615.1|/3.44694e-46/peptidyl-prolyl cis-trans isomerase, FKBP-type [Chlamydomonas reinhardtii] &gt;gi|158283118|gb|EDP08869.1| peptidyl-prolyl cis-trans isomerase, FKBP-type [Chlamydomonas reinhardtii]	-8.8424	NA	-2.8882	NA	5.9542	NA
Transcription	Unigene76315_All	sp|O04017|NAC98_ARATH/7e-39/Protein CUP-SHAPED COTYLEDON 2 OS=Arabidopsis thaliana GN=NAC098 PE=1 SV=1	gi|721681193|ref|XP_010238320.1|/1.98957e-48/PREDICTED: NAC domain-containing protein 92-like [Brachypodium distachyon] &gt;gi|944055209|gb|KQJ90847.1| hypothetical protein BRADI_4g34157 [Brachypodium distachyon]	0.0304	NA	-5.5546	NA	-5.585	NA
Nitrogen_Assimilation	Unigene764_All	sp|P27967|NIA1_HORVU/5e-179/Nitrate reductase [NADH] OS=Hordeum vulgare PE=3 SV=1	gi|128185|sp|P27967.1|NIA1_HORVU/5.29873e-177/RecName: Full=Nitrate reductase [NADH]; Short=NR &gt;gi|18994|emb|CAA40976.1| nitrate reductase [Hordeum vulgare subsp. vulgare]	0.3256	NA	1.4002	NA	1.0746	NA
Serine	Unigene7644_All	sp|Q9FIZ3|GSO2_ARATH/2e-11/LRR receptor-like serine/threonine-protein kinase GSO2 OS=Arabidopsis thaliana GN=GSO2 PE=2 SV=2	gi|475575637|gb|EMT17330.1|/2.09684e-35/LRR receptor-like serine/threonine-protein kinase EFR [Aegilops tauschii]	0.0431	NA	-5.0444	NA	-5.0875	NA
Cysteine	Unigene76586_All	sp|O81155|CYSKP_SOLTU/1e-35/Cysteine synthase, chloroplastic/chromoplastic OS=Solanum tuberosum PE=2 SV=1	gi|573918901|ref|XP_006647078.1|/2.91181e-87/PREDICTED: cysteine synthase-like [Oryza brachyantha]	0.6781	NA	-2.2288	NA	-2.9069	NA
Serine	Unigene7663_All	sp|Q944A7|Y4523_ARATH/5e-44/Probable serine/threonine-protein kinase At4g35230 OS=Arabidopsis thaliana GN=At4g35230 PE=1 SV=1	gi|475618002|gb|EMT30308.1|/1.12552e-80/Putative serine/threonine-protein kinase [Aegilops tauschii]	-1.9018	NA	1.1722	NA	3.074	NA
Serine	Unigene7679_All	sp|Q6ZEZ5|NEK3_ORYSJ/2e-35/Serine/threonine-protein kinase Nek3 OS=Oryza sativa subsp. japonica GN=NEK3 PE=2 SV=1	gi|475546108|gb|EMT10614.1|/9.28231e-35/Serine/threonine-protein kinase Nek3 [Aegilops tauschii]	0.0169	NA	1.5793	NA	1.5624	NA
Glutathione_Metabolism	Unigene7705_All	sp|Q9FQA3|GST23_MAIZE/1e-62/Glutathione transferase GST 23 OS=Zea mays PE=2 SV=1	gi|573956996|ref|XP_006660720.1|/3.21045e-61/PREDICTED: glutathione transferase GST 23-like [Oryza brachyantha]	-0.7117	NA	-2.2352	NA	-1.5236	NA
Transcription	Unigene7738_All	sp|Q0V7X4|FIT_ARATH/1e-26/Transcription factor FER-LIKE IRON DEFICIENCY-INDUCED TRANSCRIPTION FACTOR OS=Arabidopsis thaliana GN=FIT PE=1 SV=1	gi|960491698|ref|XP_010239803.2|/2.74137e-45/PREDICTED: transcription factor FER-LIKE IRON DEFICIENCY-INDUCED TRANSCRIPTION FACTOR [Brachypodium distachyon] &gt;gi|944046600|gb|KQJ82241.1| hypothetical protein BRADI_5g07720 [Brachypodium distachyon]	-0.5687	NA	-0.25	NA	0.3187	NA
Proline	Unigene775_All		gi|573945316|ref|XP_006654997.1|/5.53595e-14/PREDICTED: proline synthase co-transcribed bacterial homolog protein-like, partial [Oryza brachyantha]	-0.1541	NA	-2.0192	NA	-1.8651	NA
Proline	Unigene776_All		gi|573945316|ref|XP_006654997.1|/6.24282e-14/PREDICTED: proline synthase co-transcribed bacterial homolog protein-like, partial [Oryza brachyantha]	-0.4679	NA	-0.871	NA	-0.4031	NA
Trehalose	Unigene7761_All	sp|Q93Y91|STP5_ARATH/1e-23/Sugar transport protein 5 OS=Arabidopsis thaliana GN=STP5 PE=2 SV=1	gi|475559037|gb|EMT13250.1|/8.88232e-41/Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1 [Aegilops tauschii]	0.0194	NA	-6.2095	NA	-6.2288	NA
Proline	Unigene7797_All		gi|721668383|ref|XP_003570588.2|/7.38338e-12/PREDICTED: peptidyl-prolyl cis-trans isomerase FKBP12 [Brachypodium distachyon]	-0.8346	NA	-1.1565	NA	-0.3219	NA
Serine	Unigene7799_All		gi|721622760|ref|XP_010228736.1|/9.16507e-71/PREDICTED: serine/threonine-protein kinase STY46 [Brachypodium distachyon] &gt;gi|944086761|gb|KQK22113.1| hypothetical protein BRADI_1g65300 [Brachypodium distachyon]	2.7549	NA	2.2605	NA	-0.4944	NA
Protein_Kinase_Signalling	Unigene7842_All		7300398/6e-16/[D] KOG0834 CDK9 kinase-activating protein cyclin T	-7.5925	NA	-7.5925	NA	0	NA
Protein_Kinase_Signalling	Unigene786_All		gi|15407549|gb|AAK91872.1|/8.49601e-28/receptor kinase [Avena sativa]	-8.2479	NA	-4.2479	NA	4	NA
Protein_Kinase_Signalling	Unigene787_All	sp|Q9FID6|Y5392_ARATH/2e-89/Probable receptor-like protein kinase At5g39020 OS=Arabidopsis thaliana GN=At5g39020 PE=2 SV=1	gi|29465711|gb|AAM09944.1|/0/receptor kinase LRK10 [Avena sativa] &gt;gi|29465716|gb|AAM09947.1| receptor kinase LRK14 [Avena sativa]	-1.6359	NA	-0.5871	NA	1.0488	NA
Protein_Kinase_Signalling	Unigene7872_All	sp|Q9XID3|Y1343_ARATH/7e-18/G-type lectin S-receptor-like serine/threonine-protein kinase At1g34300 OS=Arabidopsis thaliana GN=At1g34300 PE=2 SV=1	gi|475592546|gb|EMT22119.1|/1.27014e-51/Putative receptor-like protein kinase [Aegilops tauschii]	-2.6288	NA	-2.6288	NA	0	NA
Protein_Kinase_Signalling	Unigene788_All	sp|Q9FID6|Y5392_ARATH/2e-89/Probable receptor-like protein kinase At5g39020 OS=Arabidopsis thaliana GN=At5g39020 PE=2 SV=1	gi|29465711|gb|AAM09944.1|/0/receptor kinase LRK10 [Avena sativa] &gt;gi|29465716|gb|AAM09947.1| receptor kinase LRK14 [Avena sativa]	-1.7112	NA	-0.7709	NA	0.9404	NA
Phospholipid_Biosynthesis	Unigene7882_All		SPAC3H8.02/7e-10/[I] KOG1470 Phosphatidylinositol transfer protein PDR16 and related proteins	1.5564	NA	-4.0875	NA	-5.6439	NA
Serine	Unigene7897_All	sp|Q8VZG8|Y4885_ARATH/1e-65/Probable LRR receptor-like serine/threonine-protein kinase At4g08850 OS=Arabidopsis thaliana GN=At4g08850 PE=2 SV=3	gi|475396799|gb|EMT00756.1|/1.84701e-134/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	0	NA	-0.9786	NA	-0.9786	NA
Protein_Kinase_Signalling	Unigene79_All	sp|P53683|CDPK2_ORYSJ/2e-77/Calcium-dependent protein kinase isoform 2 OS=Oryza sativa subsp. japonica GN=CPK2 PE=2 SV=2	gi|474382216|gb|EMS64675.1|/2.69957e-99/Calcium-dependent protein kinase 29 [Triticum urartu]	1.6411	NA	0.9296	NA	-0.7115	NA
Transcription	Unigene7900_All	sp|Q2QW53|MAD13_ORYSJ/8e-80/MADS-box transcription factor 13 OS=Oryza sativa subsp. japonica GN=MADS13 PE=1 SV=2	gi|724470686|ref|NP_001289798.1|/9.6083e-83/uncharacterized protein LOC100836399 [Brachypodium distachyon] &gt;gi|721683089|ref|XP_010238619.1| PREDICTED: uncharacterized protein LOC100836399 isoform X1 [Brachypodium distachyon] &gt;gi|960482575|ref|XP_014757253.1| PREDICTED: uncharacterized protein LOC100836399 isoform X1 [Brachypodium distachyon] &gt;gi|312600938|gb|ADQ92355.1| MADS-box transcription factor [Brachypodium distachyon] &gt;gi|944056251|gb|KQJ91889.1| hypothetical protein BRADI_4g40350 [Brachypodium distachyon]	1.9773	NA	3.1293	NA	1.152	NA
Translation	Unigene792_All	sp|P49211|RL321_ARATH/5e-69/60S ribosomal protein L32-1 OS=Arabidopsis thaliana GN=RPL32A PE=2 SV=2	gi|473933913|gb|EMS50093.1|/5.14515e-79/60S ribosomal protein L32-1 [Triticum urartu] &gt;gi|475512381|gb|EMT05489.1| 60S ribosomal protein L32-1 [Aegilops tauschii]	-0.0414	NA	0.126	NA	0.1674	NA
Transcription	Unigene7933_All		gi|475560169|gb|EMT13499.1|/1.02879e-31/Transcription factor FER-LIKE IRON DEFICIENCY-INDUCED TRANSCRIPTION FACTOR [Aegilops tauschii]	-6.2668	NA	0	NA	6.2668	NA
Protein_Kinase_Signalling	Unigene7965_All		gi|475589966|gb|EMT21323.1|/2.4456e-15/Putative cyclin-dependent kinase F-2 [Aegilops tauschii]	0.4229	NA	-1.5536	NA	-1.9765	NA
Serine	Unigene7968_All	sp|Q8VYT3|Y4052_ARATH/6e-18/Probable LRR receptor-like serine/threonine-protein kinase At4g30520 OS=Arabidopsis thaliana GN=At4g30520 PE=2 SV=1	gi|475560125|gb|EMT13485.1|/1.09501e-36/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-2.5187	NA	-1.5753	NA	0.9434	NA
tRNA_Aminoacylation	Unigene7991_All	sp|P52780|SYQ_LUPLU/1e-09/Glutamine--tRNA ligase OS=Lupinus luteus PE=2 SV=2	gi|474021464|gb|EMS52881.1|/5.20424e-15/Glutaminyl-tRNA synthetase [Triticum urartu]	-0.3292	NA	-0.1584	NA	0.1707	NA
Ubiquitin_Proteasome	Unigene7996_All		gi|786329060|gb|KP852120.1|/3.74643e-26/Beckmannia syzigachne ubiquitin carboxyl-terminal hydrolase 27-like mRNA, complete sequence	0.224	NA	-1.3808	NA	-1.6049	NA
