GeneID	EC_Number	GO_Terms	Symbol	Description	Pathway
Cz18g11230					Unknown
Cz18g12010					Unknown
Cz18g12020					Unknown
Cz18g12030			AT1G28060	(1 of 2) K12843 - U4/U6 small nuclear ribonucleoprotein PRP3 (PRPF3, PRP3)	RNA_Splicing
Cz18g12040	EC:3.1.1.3	GO:0006629	AT1G33270	(1 of 1) KOG3773 - Adiponutrin and related vesicular transport proteins; predicted alpha/beta hydrolase	Lipid_Hydrolase
Cz18g12050					Unknown
Cz18g12060					Unknown
Cz18g12070					Unknown
Cz18g12080	EC:3.1.3.66	GO:0016791	AT5G66020	(1 of 1) PTHR45662:SF21 - PHOSPHOINOSITIDE PHOSPHATASE SAC6	Unknown
Cz18g12090					Unknown
Cz18g12100					Unknown
Cz18g12110					Unknown
Cz18g12120	EC:3.6.3.1	GO:0000166	AT1G59820	(1 of 1) PTHR24092:SF180 - PHOSPHOLIPID-TRANSPORTING ATPASE 3	Phospholipid_Biosynthesis
Cz18g12130		GO:0004672 GO:0005524 GO:0006468	AT5G01850	(1 of 1) PTHR23257:SF779 - SERINE_THREONINE-PROTEIN KINASE WNK4	Protein_Kinase_Signalling
Cz18g12140		GO:0005515			Unknown
Cz18g12150					Unknown
Cz18g12160		GO:0005515			Unknown
Cz18g12170					Unknown
Cz18g12180		GO:0005515	AT3G01770	(1 of 3) PTHR46136:SF1 - TRANSCRIPTION FACTOR GTE11-RELATED	Transcription
Cz18g12190		GO:0005506 GO:0009055	AT2G42750	(1 of 1) PTHR44579:SF2 - OS01G0730500 PROTEIN	Unknown
Cz18g12200					Unknown
Cz18g13010					Unknown
Cz18g13020		GO:0022857 GO:0055085	AT2G13100	(1 of 1) PTHR43184:SF18 - GLYCEROL-3-PHOSPHATE TRANSPORTER 5-RELATED	Phosphate_Transport
Cz18g13030					Unknown
Cz18g13040					Unknown
Cz18g13050	EC:1.2.4.1	GO:0016624	AT1G59900	(1 of 3) K00161 - pyruvate dehydrogenase E1 component alpha subunit (PDHA, pdhA)	Redox_Metabolism
Cz18g13060			AT3G02790	(1 of 1) PTHR21213:SF24 - PROTEIN METHYLENE BLUE SENSITIVITY 1	Unknown
Cz18g13070	EC:2.7.1.31	GO:0005524 GO:0016301	AT1G80380	(1 of 1) K15918 - D-glycerate 3-kinase (GLYK)	Protein_Kinase_Signalling
Cz18g13080	EC:2.3.1.48		AT2G37520	(1 of 2) PTHR47025:SF7 - ACYL-COA N-ACYLTRANSFERASE WITH RING_FYVE_PHD-TYPE ZINC FINGER DOMAIN-CONTAINING PROTEIN	Unknown
Cz18g13090					Unknown
Cz18g13100					Unknown
Cz18g13110			AT1G65260	(1 of 1) K03969 - phage shock protein A (pspA)	Unknown
Cz18g13120					Unknown
Cz18g13130					Unknown
Cz18g13140		GO:0005515 GO:0005524 GO:0005694 GO:0006302 GO:0016887 GO:0051276	AT5G15920	(1 of 1) PTHR45916:SF1 - STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 5	Unknown
Cz18g13150			AT5G15920	(1 of 1) PTHR45916:SF1 - STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 5	Unknown
Cz18g13160	EC:3.4.24.36	GO:0004222 GO:0006508 GO:0007155 GO:0016020	AT5G42620	(1 of 1) 3.4.24.36 - leishmanolysin. / promastigote surface endopeptidase.	Unknown
Cz18g13170		GO:0005634 GO:0005672 GO:0006367	AT3G01160	(1 of 1) PTHR12202:SF0 - PROTEIN F58B3.4	Unknown
Cz18g13180		GO:0016020			Unknown
Cz18g13190			AT5G51960	(1 of 1) PF13233 - Complex1_LYR-like (Complex1_LYR_2)	Unknown
Cz18g13200					Unknown
Cz18g13210					Unknown
Cz18g13220			AT3G13670	(1 of 1) PTHR11909:SF391 - CASEIN KINASE-LIKE PROTEIN	Protein_Kinase_Signalling
Cz18g13230					Unknown
Cz18g13240					Unknown
Cz18g13250	EC:2.7.7.5 EC:3.6.2.1	GO:0003824	AT4G16566	(1 of 1) 2.7.7.5//3.6.2.1 - sulfate adenylyltransferase (ADP). / ADP-sulfurylase. // adenylylsulfatase. / adenylylsulfatase.	Sulfur_Assimilation
Cz18g13260					Unknown
Cz18g14010					Unknown
Cz18g14020	EC:2.7.7.49 EC:2.7.7.7 EC:3.1.26.4	GO:0003676 GO:0015074	AT5G24330	(1 of 1) PTHR48354:SF1 - N-METHYLTRANSFERASE ATXR5, PUTATIVE-RELATED	Protein_Methylation
Cz18g14030	EC:2.7.7.49 EC:2.7.7.7 EC:3.1.26.4		ATMG00860	(1 of 1) PTHR45643:SF7 - REVERSE TRANSCRIPTASE RNASE H-LIKE DOMAIN-CONTAINING PROTEIN	RNA_Processing
Cz18g14040					Unknown
Cz18g14050					Unknown
Cz19g00020					Unknown
Cz19g00030					Unknown
Cz19g00040			AT4G33720	(1 of 1) PTHR10334:SF584 - SCP DOMAIN-CONTAINING PROTEIN	Unknown
Cz19g00050		GO:0005515	AT2G30105	(1 of 1) PTHR45752:SF70 - PLANT INTRACELLULAR RAS-GROUP-RELATED LRR PROTEIN 8	Unknown
Cz19g00060	EC:3.1.3.16 EC:3.1.3.48	GO:0006470 GO:0008138 GO:0016311	AT5G23720	(1 of 1) PTHR47100:SF5 - DUAL SPECIFICITY PROTEIN PHOSPHATASE PHS1	Protein_Phosphatase_Signalling
Cz19g00070			AT3G19970	(1 of 1) PTHR12265:SF30 - OS06G0730300 PROTEIN	RNA_Splicing
Cz19g00080			AT3G19970	(1 of 1) PTHR12265:SF30 - OS06G0730300 PROTEIN	RNA_Splicing
Cz19g00090			AT4G39390	(1 of 1) PTHR11132:SF537 - UDP-RHAMNOSE_UDP-GALACTOSE TRANSPORTER 4	Unknown
Cz19g00100			AT2G18100	(1 of 1) PTHR17920:SF12 - TRANSMEMBRANE_COILED-COIL PROTEIN (DUF726)	Unknown
Cz19g00110					Unknown
Cz19g00120	EC:3.6.1.15	GO:0016887	AT5G66005	(1 of 1) 3.6.1.15//3.6.1.3//3.6.4.6//3.6.5.2//3.6.5.3//3.6.5.5 - nucleoside-triphosphate phosphatase. / nucleoside triphosphate phosphohydrolase. // Deleted entry. / Deleted entry. // vesicle-fusing ATPase. / vesicle-fusing ATPase. // small monomeric GTPase. / small monomeric GTPase. // protein-synthesizing GTPase. / peptide-release or termination factor. // dynamin GTPase. / dynamin GTPase.	Plastid_Division
Cz19g00130			AT2G31890	(1 of 1) PTHR21228:SF74 - RAP DOMAIN-CONTAINING PROTEIN, CHLOROPLASTIC	Chloroplast_Function
Cz19g00140					Unknown
Cz19g00150	EC:3.6.1.3	GO:0005524 GO:0016887	AT3G54540	(1 of 1) K06184 - ATP-binding cassette, subfamily F, member 1 (ABCF1)	ABC_Transporter
Cz19g00160					Unknown
Cz19g00170		GO:0004252 GO:0016020			Unknown
Cz19g00180					Unknown
Cz19g00190					Unknown
Cz19g00200		GO:0006914 GO:1990316			Unknown
Cz19g00210	EC:2.4.1.15	GO:0003824 GO:0005992	AT1G78580	(1 of 1) PTHR10788:SF128 - ALPHA,ALPHA-TREHALOSE-PHOSPHATE SYNTHASE [UDP-FORMING] 1	Trehalose
Cz19g00220					Unknown
Cz19g00230					Unknown
Cz19g00240					Unknown
Cz19g00250	EC:2.4.1.25	GO:0004134 GO:0005975 GO:0030246 GO:2001070	AT2G40840	(1 of 1) PTHR32518:SF3 - 4-ALPHA-GLUCANOTRANSFERASE DPE2	Unknown
Cz19g00260			AT4G11720	(1 of 1) PTHR31764:SF0 - PROTEIN HAPLESS 2	Unknown
Cz19g00270		GO:0016020 GO:0055085	AT1G71090	(1 of 1) PTHR31419:SF2 - AUXIN EFFLUX CARRIER FAMILY PROTEIN	Auxin_IAA
Cz19g00280		GO:0005515	AT1G80670	(1 of 2) K14298 - mRNA export factor (RAE1, GLE2)	mRNA_Export
Cz19g00290		GO:0003677	AT4G30080	(1 of 1) PTHR31384:SF27 - AUXIN RESPONSE FACTOR 10-RELATED	Auxin_IAA
Cz19g01010	EC:2.1.1.177	GO:0006364 GO:0008168	AT5G10620	(1 of 1) 2.1.1.177 - 23S rRNA (pseudouridine(1915)-N(3))-methyltransferase. / rRNA large subunit methyltransferase H.	tRNA_Modification
Cz19g01020	EC:2.3.2.27		AT1G65430	(1 of 1) PTHR11685:SF212 - E3 UBIQUITIN-PROTEIN LIGASE ARIH1	Ubiquitin_Proteasome
Cz19g01030	EC:2.3.2.27	GO:0003676 GO:0005515 GO:0008270	AT2G31510	(1 of 1) PTHR11685:SF444 - E3 UBIQUITIN-PROTEIN LIGASE ARI7-RELATED	Ubiquitin_Proteasome
Cz19g01040	EC:3.4.24.59	GO:0004222 GO:0006508 GO:0008237	AT5G51540	(1 of 1) K01410 - mitochondrial intermediate peptidase [EC:3.4.24.59] (MIPEP)	Protein_Proteolysis
Cz19g01050	EC:3.4.24.59				Unknown
Cz19g01060					Unknown
Cz19g01070			AT1G26770	(1 of 1) PTHR31867:SF35 - EXPANSIN-A10	Cell_Wall_Remodeling
Cz19g01080			AT5G39310	(1 of 1) PTHR31867:SF140 - EXPANSIN-A24	Cell_Wall_Remodeling
Cz19g01090					Unknown
Cz19g01100	EC:1.8.99.2		AT1G62180	(1 of 1) 1.8.4.8//1.8.4.9//1.8.99.2 - phosphoadenylyl-sulfate reductase (thioredoxin). / thioredoxin:adenosine 3'-phosphate 5'-phosphosulfate reductase. // adenylyl-sulfate reductase (glutathione). / plant-type 5'-adenylylsulfate reductase. // adenylyl-sulfate reductase. / adenylyl-sulfate reductase.	Glutathione_Metabolism
Cz19g01110					Unknown
Cz19g01120					Unknown
Cz19g01130					Unknown
Cz19g01140			AT4G34310	(1 of 1) PTHR48202:SF1 - ALPHA_BETA-HYDROLASES SUPERFAMILY PROTEIN	Unknown
Cz19g01150					Unknown
Cz19g01160					Unknown
Cz19g01170					Unknown
Cz19g01180	EC:2.4.1.255	GO:0016757	AT2G03360	(1 of 2) PTHR20961:SF98 - GLYCOSYLTRANSFERASE	Unknown
Cz19g01190					Unknown
Cz19g01200		GO:0005515			Unknown
Cz19g01210	EC:1.4.3.5 EC:5.1.99.6		AT5G49970	(1 of 1) 1.4.3.5//5.1.99.6 - pyridoxal 5'-phosphate synthase. / pyridoxine (pyridoxamine)phosphate oxidase. // NAD(P)H-hydrate epimerase. / NAD(P)HX epimerase.	Vitamin_B6_Pyridoxine
Cz19g01220	EC:1.4.3.5 EC:5.1.99.6		AT5G49970	(1 of 1) 1.4.3.5//5.1.99.6 - pyridoxal 5'-phosphate synthase. / pyridoxine (pyridoxamine)phosphate oxidase. // NAD(P)H-hydrate epimerase. / NAD(P)HX epimerase.	Vitamin_B6_Pyridoxine
Cz19g01230	EC:1.4.3.5 EC:5.1.99.6		AT5G49970	(1 of 1) 1.4.3.5//5.1.99.6 - pyridoxal 5'-phosphate synthase. / pyridoxine (pyridoxamine)phosphate oxidase. // NAD(P)H-hydrate epimerase. / NAD(P)HX epimerase.	Vitamin_B6_Pyridoxine
Cz19g01240	EC:1.1.1.307		AT1G60710	(1 of 6) 1.1.1.317 - perakine reductase. / perakine reductase.	Redox_Metabolism
Cz19g01250	EC:1.1.1.317		AT1G60680	(1 of 6) 1.1.1.317 - perakine reductase. / perakine reductase.	Redox_Metabolism
Cz19g01260			AT2G31890	(1 of 1) PTHR21228:SF74 - RAP DOMAIN-CONTAINING PROTEIN, CHLOROPLASTIC	Chloroplast_Function
Cz19g01270					Unknown
Cz19g01280					Unknown
Cz19g01290					Unknown
Cz19g01300	EC:2.7.13.3	GO:0000160			Unknown
Cz19g01310			AT5G35180	(1 of 1) PTHR12136:SF47 - STEROIDOGENIC ACUTE REGULATORY-LIKE PROTEIN 1	Unknown
Cz19g01320		GO:0003924 GO:0005525	AT5G46070	(1 of 1) PTHR10751:SF2 - GUANYLATE-BINDING PROTEIN	Unknown
Cz19g01330					Unknown
Cz19g01340					Unknown
Cz19g01350					Unknown
Cz19g01360			AT2G25605		Unknown
Cz19g02010					Unknown
Cz19g02020	EC:2.7.11.1	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT5G28290	(1 of 1) PTHR43671:SF45 - SERINE_THREONINE-PROTEIN KINASE NEK3	Protein_Kinase_Signalling
Cz19g02030					Unknown
Cz19g02040					Unknown
Cz19g02050			AT2G31890	(1 of 1) PTHR21228:SF74 - RAP DOMAIN-CONTAINING PROTEIN, CHLOROPLASTIC	Chloroplast_Function
Cz19g02060	EC:2.3.3.10	GO:0004421 GO:0006084 GO:0010142 GO:0016746	AT4G11820	(1 of 1) 2.3.3.10 - hydroxymethylglutaryl-CoA synthase. / hydroxymethylglutaryl coenzyme A synthase.	Pantothenate_CoA
Cz19g02070		GO:0005509 GO:0009523 GO:0009654 GO:0015979 GO:0019898	AT2G28605	(1 of 1) PTHR31407:SF3 - PSBP DOMAIN-CONTAINING PROTEIN 2, CHLOROPLASTIC	Photosynthesis
Cz19g02080	EC:1.3.1.38	GO:0016491	AT3G45770	(1 of 1) 1.3.1.104 - enoyl-[acyl-carrier-protein] reductase. / enoyl-ACP reductase.	Redox_Metabolism
Cz19g02090					Unknown
Cz19g02100	EC:2.7.1.134 EC:2.7.1.159		AT4G08170	(1 of 1) PTHR14217:SF39 - INOSITOL-TETRAKISPHOSPHATE 1-KINASE 3	Inositol
Cz19g02110	EC:3.6.4.11		AT3G14595	(1 of 1) PTHR46631:SF9 - 60S RIBOSOMAL PROTEIN L18A-LIKE PROTEIN	Translation
Cz19g02120		GO:0004869	AT3G12490	(1 of 1) PTHR11413:SF103 - CYSTEINE PROTEINASE INHIBITOR 6	Cysteine
Cz19g02130	EC:3.4.21.62	GO:0004252 GO:0006508 GO:0008236	AT5G19660	(1 of 1) 3.4.21.112 - site-1 protease. / subtilisin/kexin isozyme 1.	Protein_Proteolysis
Cz19g02140	EC:1.1.1.65		AT2G27680	(1 of 1) PTHR43147:SF2 - ALDO_KET_RED DOMAIN-CONTAINING PROTEIN	Unknown
Cz19g02150	EC:2.7.12.1	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT5G35980	(1 of 1) K18670 - dual specificity protein kinase YAK1 [EC:2.7.12.1] (YAK1)	Protein_Kinase_Signalling
Cz19g02160					Unknown
Cz19g02170					Unknown
Cz19g02180					Unknown
Cz19g02190					Unknown
Cz19g02200					Unknown
Cz19g02210		GO:0006364 GO:0019843	AT5G61770	(1 of 1) K14859 - ribosome biogenesis protein SSF1/2 (SSF1_2)	Translation
Cz19g02220		GO:0000786 GO:0003677 GO:0030527 GO:0046982	AT4G40040	(1 of 3) PTHR11426:SF210 - HISTONE H3.3	Histone_Modification
Cz19g02230		GO:0000786 GO:0003677 GO:0030527 GO:0046982	AT4G40040	(1 of 3) PTHR11426:SF210 - HISTONE H3.3	Histone_Modification
Cz19g02240					Unknown
Cz19g02250		GO:0003690 GO:0006355			Unknown
Cz19g02260		GO:0061666 GO:0071569	AT3G46220	(1 of 1) PTHR31057:SF0 - E3 UFM1-PROTEIN LIGASE 1	Ubiquitin_Proteasome
Cz19g03010	EC:3.5.1.2 EC:6.3.5.4		AT3G15450	(1 of 1) PTHR45952:SF7 - DUF3700 DOMAIN-CONTAINING PROTEIN	Unknown
Cz19g03020		GO:0005515			Unknown
Cz19g03030			AT5G52970	(1 of 1) PTHR35514:SF1 - THYLAKOID LUMENAL 15.0 KDA PROTEIN 2, CHLOROPLASTIC	Chloroplast_Function
Cz19g03040					Unknown
Cz19g03050	EC:2.3.1.199	GO:0006633 GO:0016020 GO:0016746 GO:0016747	AT1G19440	(1 of 1) PTHR31561:SF99 - 3-KETOACYL-COA SYNTHASE 4	Pantothenate_CoA
Cz19g03060					Unknown
Cz19g03070					Unknown
Cz19g03080					Unknown
Cz19g03090	EC:3.1.13.4	GO:0003824	AT4G30900	(1 of 1) PTHR12121:SF36 - ENDONUCLEASE/EXONUCLEASE/PHOSPHATASE DOMAIN-CONTAINING PROTEIN	RNA_Splicing
Cz19g03100		GO:0005515	AT5G08560	(1 of 3) IPR001680//IPR006594//IPR006595//IPR015943//IPR020472//IPR036322 - WD40 repeat // LIS1 homology motif // CTLH, C-terminal LisH motif // WD40/YVTN repeat-like-containing domain // G-protein beta WD-40 repeat // WD40-repeat-containing domain superfamily	Molybdenum_Cofactor
Cz19g03110					Unknown
Cz19g03120		GO:0005515	AT5G64630	(1 of 1) K10751 - chromatin assembly factor 1 subunit B (CHAF1B)	Histone_Chaperone
Cz19g03130					Unknown
Cz19g03140					Unknown
Cz19g03150	EC:2.7.11.1 EC:2.7.11.12	GO:0004672 GO:0004674 GO:0004713 GO:0005524 GO:0006468	AT2G20050	(1 of 1) 2.7.11.12//3.1.3.16 - cGMP-dependent protein kinase. / PKG II. // protein-serine/threonine phosphatase. / serine/threonine specific protein phosphatase.	Serine
Cz19g03160					Unknown
Cz19g03170			AT2G47640	(1 of 2) K11096 - small nuclear ribonucleoprotein D2 (SNRPD2, SMD2)	Unknown
Cz19g03180	EC:1.1.1.22	GO:0016616 GO:0051287	AT5G39320	(1 of 2) PTHR11374:SF48 - UDP-GLUCOSE 6-DEHYDROGENASE 2-RELATED	Glycolysis
Cz19g03190	EC:1.1.1.22	GO:0016616 GO:0051287	AT3G29360	(1 of 2) PTHR11374:SF48 - UDP-GLUCOSE 6-DEHYDROGENASE 2-RELATED	Glycolysis
Cz19g03200					Unknown
Cz19g03210	EC:3.4.21.62	GO:0004252 GO:0006508 GO:0008236	AT5G19660	(1 of 1) 3.4.21.112 - site-1 protease. / subtilisin/kexin isozyme 1.	Protein_Proteolysis
Cz19g04010	EC:2.4.1.47	GO:0008194	AT2G29730	(1 of 7) PTHR48048:SF58 - GLYCOSYLTRANSFERASE	Unknown
Cz19g04020		GO:0005515	AT5G45760	(1 of 1) PTHR45296:SF1 - TRANSDUCIN_WD40 REPEAT-LIKE SUPERFAMILY PROTEIN	Unknown
Cz19g04030		GO:0006364	AT5G43720	(1 of 2) PTHR33911:SF1 - RRNA-PROCESSING PROTEIN EFG1	Ribosome_Biogenesis
Cz19g04040					Unknown
Cz19g04050		GO:0005515			Unknown
Cz19g04060		GO:0003712 GO:0006355 GO:0016592	AT5G19910	(1 of 1) K15153 - mediator of RNA polymerase II transcription subunit 31 (MED31, SOH1)	Mediator_Complex
Cz19g04070					Unknown
Cz19g04080		GO:0003677	AT5G11270	(1 of 20) IPR001356//IPR009057 - Homeobox domain // Homeodomain-like	Unknown
Cz19g04090	EC:4.6.1.1	GO:0009190 GO:0035556			Unknown
Cz19g04100	EC:2.7.11.1 EC:2.7.12.1	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT4G38470	(1 of 1) PF01842//PF07714 - ACT domain (ACT) // Protein tyrosine and serine/threonine kinase (PK_Tyr_Ser-Thr)	Serine
Cz19g04110					Unknown
Cz19g04120					Unknown
Cz19g04130		GO:0005515			Unknown
Cz19g04140	EC:2.1.1.103		AT1G48600	(1 of 1) PTHR44307:SF19 - PHOSPHOMETHYLETHANOLAMINE N-METHYLTRANSFERASE	Protein_Methylation
Cz19g04150					Unknown
Cz19g04160					Unknown
Cz19g04170					Unknown
Cz19g04180					Unknown
Cz19g04190					Unknown
Cz19g04200	EC:3.1.27.2		AT5G63420	(1 of 2) 3.5.2.6 - beta-lactamase. / penicillinase.	Unknown
Cz19g04210	EC:2.3.1.181	GO:0009249 GO:0033819 GO:0036211	AT1G04640	(1 of 1) PTHR10993:SF7 - LIPOYLTRANSFERASE 2, MITOCHONDRIAL-RELATED	Unknown
Cz19g04220	EC:2.4.2.9 EC:2.7.1.48		AT5G40870	(1 of 1) PTHR10285:SF70 - URIDINE KINASE	Protein_Kinase_Signalling
Cz19g04230		GO:0005515			Unknown
Cz19g04240			AT2G44760	(1 of 7) IPR012674 - Calycin	Unknown
Cz19g04250			AT5G35690	(1 of 1) PTHR47796:SF1 - OS08G0500800 PROTEIN	Unknown
Cz19g05010	EC:3.1.13.2 EC:3.1.26.4	GO:0003676 GO:0004523	AT3G01410	(1 of 1) PTHR46387:SF51 - POLYNUCLEOTIDYL TRANSFERASE, RIBONUCLEASE H-LIKE SUPERFAMILY PROTEIN	RNA_Processing
Cz19g05020	EC:3.1.11.2	GO:0000077 GO:0030896	AT3G05480	(1 of 1) K10994 - cell cycle checkpoint control protein RAD9A [EC:3.1.11.2] (RAD9A)	Unknown
Cz19g05030	EC:2.3.2.27	GO:0008270	AT2G20650	(1 of 1) PTHR22763:SF172 - TRANSMEMBRANE E3 UBIQUITIN-PROTEIN LIGASE FLY2	Ubiquitin_Proteasome
Cz19g05040					Unknown
Cz19g05050					Unknown
Cz19g05060	EC:2.7.6.1	GO:0000287 GO:0004749 GO:0009165	AT2G44530	(1 of 1) PTHR10210:SF32 - PROTEIN R151.2, ISOFORM D	RNA_Splicing
Cz19g05070	EC:3.1.2.2 EC:3.1.2.20		AT2G30720	(1 of 2) K17361 - acyl-coenzyme A thioesterase 9 [EC:3.1.2.-] (ACOT9)	Unknown
Cz19g05080			AT3G08550	(1 of 1) PTHR46701:SF7 - GLYCOSYLTRANSFERASE-LIKE KOBITO 1	Unknown
Cz19g05090		GO:0016020	AT1G09330	(1 of 1) KOG3195 - Uncharacterized membrane protein NPD008/CGI-148	Unknown
Cz19g05100		GO:0003779			Unknown
Cz19g05110		GO:0009507 GO:0009523 GO:0015979	AT2G30570	(1 of 1) K02721 - photosystem II PsbW protein (psbW)	Photosynthesis
Cz19g05120	EC:3.4.21.92	GO:0004176 GO:0004252 GO:0006508	AT1G12410	(1 of 1) PTHR10381:SF46 - ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT-RELATED PROTEIN 2, CHLOROPLASTIC	Protein_Proteolysis
Cz19g05130					Unknown
Cz19g05140					Unknown
Cz19g05150	EC:2.7.11.1				Unknown
Cz19g05160	EC:1.6.5.2 EC:1.6.5.3		AT3G27890	(1 of 1) 1.6.5.2//1.6.5.3 - NAD(P)H dehydrogenase (quinone). / vitamin-K reductase. // NADH:ubiquinone reductase (H(+)-translocating). / ubiquinone reductase.	Ubiquinone_Biosynthesis
Cz19g05170	EC:1.1.1.105 EC:1.1.1.300		AT4G23420	(1 of 2) PTHR24320:SF230 - NAD(P)-BINDING ROSSMANN-FOLD SUPERFAMILY PROTEIN-RELATED	Unknown
Cz19g05180					Unknown
Cz19g05190					Unknown
Cz19g05200		GO:0005524 GO:0016887			Unknown
Cz19g05210			AT5G04220	(1 of 1) PTHR10774:SF62 - SYNAPTOTAGMIN-3	Unknown
Cz19g05220					Unknown
Cz19g05230					Unknown
Cz19g05240	EC:3.1.1.73	GO:0006629	AT4G13550	(1 of 1) PTHR47759:SF2 - TRIGLYCERIDE LIPASE-RELATED	Lipid_Hydrolase
Cz19g05250					Unknown
Cz19g05260	EC:2.4.1.250	GO:0016757			Unknown
Cz19g05270		GO:0016020 GO:0022857 GO:0055085	AT3G13050	(1 of 1) PTHR24064:SF445 - AT15560P-RELATED	Unknown
Cz19g05280		GO:0016020 GO:0022857 GO:0055085	AT3G13050	(1 of 1) PTHR24064:SF445 - AT15560P-RELATED	Unknown
Cz19g05290	EC:3.4.22.67	GO:0006508 GO:0008234	AT4G36880	(1 of 1) PTHR12411:SF828 - GERMINATION-SPECIFIC CYSTEINE PROTEASE 1	Cysteine
Cz19g05300					Unknown
Cz19g05310		GO:0046677			Unknown
Cz19g06010					Unknown
Cz19g06020			AT1G03080	(1 of 1) PTHR32258:SF32 - PROTEIN NETWORKED 1D	RNA_Splicing
Cz19g06030					Unknown
Cz19g06040			AT2G26680	(1 of 1) PTHR34203:SF13 - EXPRESSED PROTEIN	Unknown
Cz19g06050	EC:1.5.5.1	GO:0051536	AT2G43400	(1 of 1) 1.5.5.1 - electron-transferring-flavoprotein dehydrogenase. / ETF-ubiquinone oxidoreductase.	Ubiquinone_Biosynthesis
Cz19g06060		GO:0016020 GO:0022857 GO:0055085	AT5G59250	(1 of 1) PTHR48023:SF6 - D-XYLOSE-PROTON SYMPORTER-LIKE 3, CHLOROPLASTIC	Chloroplast_Function
Cz19g06070		GO:0006784 GO:0016020 GO:0016653	AT5G56090	(1 of 1) K02259 - cytochrome c oxidase assembly protein subunit 15 (COX15)	Mitochondrial_ETC
Cz19g06080					Unknown
Cz19g06090	EC:3.1.1.3		AT1G73750	(1 of 1) PTHR11005:SF132 - ALPHA_BETA HYDROLASE FAMILY PROTEIN	Unknown
Cz19g06100					Unknown
Cz19g06110		GO:0003735 GO:0005840 GO:0006412	AT5G18380	(1 of 3) K02960 - small subunit ribosomal protein S16e (RP-S16e, RPS16)	Translation
Cz19g06120					Unknown
Cz19g06130					Unknown
Cz19g06140					Unknown
Cz19g06150	EC:2.1.1.56				Unknown
Cz19g06160		GO:0005515			Unknown
Cz19g06170					Unknown
Cz19g06180	EC:2.7.1.24	GO:0004140 GO:0005524 GO:0015937	AT2G27490	(1 of 1) 2.7.1.24 - dephospho-CoA kinase. / dephosphocoenzyme A kinase.	Pantothenate_CoA
Cz19g06190	EC:2.2.1.6	GO:0003824 GO:0030976			Unknown
Cz19g06200	EC:2.2.1.6	GO:0030976			Unknown
Cz19g06210	EC:5.3.99.5	GO:0004497 GO:0005506 GO:0016705 GO:0020037	AT2G26170	(1 of 1) 5.3.99.5 - thromboxane-A synthase. / thromboxane synthetase.	Unknown
Cz19g06220	EC:3.4.11.5	GO:0006508 GO:0008233	AT2G14260	(1 of 1) K01259 - proline iminopeptidase (pip)	Proline
Cz19g06230		GO:0050825			Unknown
Cz19g06240	EC:1.1.1.304 EC:1.1.1.76				Unknown
Cz19g06250	EC:3.5.2.2	GO:0016787 GO:0016810	AT5G12200	(1 of 1) 3.5.2.2 - dihydropyrimidinase. / hydantoinase.	Unknown
Cz19g06260		GO:0005515			Unknown
Cz19g06270					Unknown
Cz19g06280	EC:3.1.1.45	GO:0016787	AT3G23600	(1 of 1) PTHR17630:SF97 - DIENELACTONE HYDROLASE DOMAIN-CONTAINING PROTEIN	Unknown
Cz19g06290	EC:1.14.13.81		AT5G58250	(1 of 2) 1.14.13.81 - magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase. / Mg-protoporphyrin IX monomethyl ester oxidative cyclase.	Heme_Porphyrin
Cz19g06300		GO:0005509 GO:0043022	AT1G65540	(1 of 1) PTHR14009:SF1 - LETM1 AND EF-HAND DOMAIN-CONTAINING PROTEIN ANON-60DA, MITOCHONDRIAL	Unknown
Cz19g06310					Unknown
Cz19g06320					Unknown
Cz19g06330			AT4G14760	(1 of 1) PTHR32258:SF45 - PROTEIN NETWORKED 1B	Unknown
Cz19g07010	EC:2.7.4.8	GO:0005524 GO:0006139 GO:0016887 GO:0019205	AT2G41880	(1 of 1) PTHR23117:SF24 - GUANYLATE KINASE 1	Protein_Kinase_Signalling
Cz19g07020	EC:3.6.4.13	GO:0003676 GO:0003724 GO:0005524	AT1G20920	(1 of 2) K12811 - ATP-dependent RNA helicase DDX46/PRP5 (DDX46, PRP5)	RNA_Processing
Cz19g07030					Unknown
Cz19g07040	EC:3.6.4.12	GO:0003677 GO:0005524 GO:0006338 GO:0016787	AT2G25170	(1 of 1) K11643 - chromodomain-helicase-DNA-binding protein 4 (CHD4, MI2B)	Chromatin_Remodeling_SWI_SNF
Cz19g07050			AT2G25280	(1 of 1) K06990 - uncharacterized protein (K06990)	Unknown
Cz19g07060	EC:1.3.1.91		AT3G63510	(1 of 1) PTHR42907:SF1 - FMN-LINKED OXIDOREDUCTASES SUPERFAMILY PROTEIN	Vitamin_B2_Riboflavin
Cz19g07070	EC:2.7.7.7	GO:0003677 GO:0006260	AT2G42120	(1 of 1) K02328 - DNA polymerase delta subunit 2 (POLD2)	Unknown
Cz19g07080			AT1G19080	(1 of 2) K10734 - GINS complex subunit 3 (GINS3)	Unknown
Cz19g07090					Unknown
