GeneID	EC_Number	GO_Terms	Symbol	Description	Pathway
Cre14.g610550			Cre14.g610550	cytoplasm ubiquitin ligase complex protein binding	Ubiquitin_Proteasome
Cre14.g609450			Cre14.g609450	Unknown	Unknown
Cre14.g616826			Cre14.g616826	Unknown	Unknown
Cre14.g617300			Cre14.g617300	membrane aspartic endopeptidase activity, intramembrane cleaving hydrolase activity membrane protein proteolysis endomembrane system lumenal side of endoplasmic reticulum membrane cytoplasmic side of endoplasmic reticulum membrane	Aspartate
Cre14.g610566			Cre14.g610566	actin binding cytoskeleton organization	Cytoskeleton
Cre14.g615900			Cre14.g615900	membrane folic acid transmembrane transporter activity folate transmembrane transport	Folate
Cre14.g629429			Cre14.g629429	kinase activity transferase activity chloroplast membrane phytol kinase activity	Vitamin_E_Tocopherol
Cre14.g622410			Cre14.g622410	Unknown	Unknown
Cre14.g618500			Cre14.g618500	Unknown	Unknown
Cre14.g632950			Cre14.g632950	CCR4-NOT core complex negative regulation of translation nucleus P-body nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay molecular adaptor activity	RNA_Degradation
Cre14.g611850			Cre14.g611850	membrane Golgi membrane protein localization to membrane endosome membrane Golgi medial cisterna cis-Golgi network	Vesicle_Trafficking
Cre14.g633050			Cre14.g633050	Unknown	Unknown
Cre14.g610850			Cre14.g610850	Unknown	Unknown
Cre14.g630811			Cre14.g630811	nucleolus	Ribosome_Biogenesis
Cre14.g626500			Cre14.g626500	catalytic step 2 spliceosome protein binding	RNA_Splicing
Cre14.g626900			Cre14.g626900	GDP-mannose biosynthetic process phosphomannomutase activity metal ion binding cytoplasm isomerase activity cytosol protein N-linked glycosylation mannose metabolic process	Unknown
Cre14.g619850			Cre14.g619850	chitin binding	Cell_Wall_Remodeling
Cre14.g620500			Cre14.g620500	regulation of DNA-templated transcription DNA-binding transcription factor activity DNA binding nucleus	Transcription
Cre14.g620000			Cre14.g620000	Unknown	Unknown
Cre14.g617550			Cre14.g617550	calcium ion binding organelle	Unknown
Cre14.g620150			Cre14.g620150	metalloendopeptidase activity proteolysis hydrolase activity metal ion binding peptidase activity metallopeptidase activity endoplasmic reticulum membrane CAAX-box protein processing endopeptidase activity	Protein_Proteolysis
Cre14.g619250			Cre14.g619250	Unknown	Unknown
Cre14.g612850			Cre14.g612850	protein ubiquitination ubiquitin-protein transferase activity	Ubiquitin_Proteasome
Cre14.g616050			Cre14.g616050	cytosol retrograde transport, endosome to Golgi trans-Golgi network receptor recycling endosome organization early endosome recycling endosome	Vesicle_Trafficking
Cre14.g616700			Cre14.g616700	actin cytoskeleton organization	Cytoskeleton
Cre14.g617700			Cre14.g617700	signal transduction phosphoric diester hydrolase activity 3',5'-cyclic-nucleotide phosphodiesterase activity hydrolase activity metal ion binding catalytic activity 3',5'-cyclic-AMP phosphodiesterase activity 3',5'-cyclic-GMP phosphodiesterase activity	cAMP_Signalling
Cre14.g609850			Cre14.g609850	Unknown	Unknown
Cre14.g626750			Cre14.g626750	chloroplast chloroplast thylakoid membrane	Chloroplast_Function
Cre14.g608350			Cre14.g608350	protein deneddylation COP9 signalosome COP9 signalosome assembly	COP9_Signalosome
Cre14.g618700			Cre14.g618700	translation ribosome structural constituent of ribosome mRNA binding rRNA binding ribonucleoprotein complex	Translation
Cre14.g628500			Cre14.g628500	racemase and epimerase activity	Unknown
Cre14.g623926			Cre14.g623926	ATP binding protein kinase activity protein phosphorylation	Protein_Kinase_Signalling
Cre14.g623176			Cre14.g623176	Unknown	Unknown
Cre14.g627500			Cre14.g627500	nucleus DNA binding cell division sister chromatid cohesion cohesin complex chromosome organization	Cell_Cycle_Chromatin
Cre14.g617850			Cre14.g617850	Unknown	Unknown
Cre14.g617002			Cre14.g617002	Unknown	Unknown
Cre14.g608500			Cre14.g608500	cytoplasm	Unknown
Cre14.g624650			Cre14.g624650	Unknown	Unknown
Cre14.g629241			Cre14.g629241	intracellular signal transduction cyclic nucleotide biosynthetic process phosphorus-oxygen lyase activity membrane nucleotide binding lyase activity plasma membrane guanylate cyclase activity cGMP biosynthetic process peptide receptor activity receptor guanylyl cyclase signaling pathway	Unknown
Cre14.g614950			Cre14.g614950	translation ribosome structural constituent of ribosome small ribosomal subunit chloroplast mitochondrial small ribosomal subunit	Translation
Cre14.g617900			Cre14.g617900	translation ribosome structural constituent of ribosome cytosolic large ribosomal subunit maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) mRNA binding ribonucleoprotein complex	Translation
Cre14.g610351			Cre14.g610351	mitochondrial membrane mitochondrial outer membrane	Unknown
Cre14.g625901			Cre14.g625901	RNA binding	Unknown
Cre14.g617750			Cre14.g617750	signal transduction phosphoric diester hydrolase activity 3',5'-cyclic-nucleotide phosphodiesterase activity hydrolase activity metal ion binding catalytic activity 3',5'-cyclic-AMP phosphodiesterase activity 3',5'-cyclic-GMP phosphodiesterase activity	cAMP_Signalling
Cre14.g624900			Cre14.g624900	Unknown	Unknown
Cre14.g631600			Cre14.g631600	oxidoreductase activity	Redox_Metabolism
Cre14.g623200			Cre14.g623200	metal ion binding cytoplasm proteolysis manganese ion binding protein metabolic process metalloaminopeptidase activity hydrolase activity peptidase activity aminopeptidase activity	Protein_Proteolysis
Cre14.g630750			Cre14.g630750	ATP binding protein kinase activity protein phosphorylation protein serine/threonine kinase activity signal transduction	Serine
Cre14.g615100			Cre14.g615100	response to oxidative stress oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor protein repair oxidoreductase activity metal ion binding cytoplasm cellular response to oxidative stress	Redox_Metabolism
Cre14.g618350			Cre14.g618350	membrane endoplasmic reticulum ceramide biosynthetic process sphingolipid catabolic process cell periphery phospholipase activity	Sphingolipid_Metabolism
Cre14.g611650			Cre14.g611650	FAD binding flavin adenine dinucleotide binding oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor oxidoreductase activity	Vitamin_B2_Riboflavin
Cre14.g629600			Cre14.g629600	endomembrane system	Unknown
Cre14.g625000			Cre14.g625000	Unknown	Unknown
Cre14.g623403			Cre14.g623403	core mediator complex	Mediator_Complex
Cre14.g634150			Cre14.g634150	Unknown	Unknown
Cre14.g612250			Cre14.g612250	Unknown	Unknown
Cre14.g633250			Cre14.g633250	Unknown	Unknown
Cre14.g632550			Cre14.g632550	Unknown	Unknown
Cre14.g614151			Cre14.g614151	metal ion binding zinc ion binding nucleus regulation of transcription by RNA polymerase II chromatin remodeling histone reader activity	Cell_Cycle_Chromatin
Cre14.g618650			Cre14.g618650	Unknown	Unknown
Cre14.g626200			Cre14.g626200	iron ion binding oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen L-ascorbic acid binding oxidoreductase activity metal ion binding endoplasmic reticulum membrane dioxygenase activity endoplasmic reticulum procollagen-proline 4-dioxygenase activity	Proline
Cre14.g621850			Cre14.g621850	Unknown	Unknown
Cre14.g631100			Cre14.g631100	membrane proteolysis cysteine-type peptidase activity cysteine-type endopeptidase activity extracellular space lysosome	Cysteine
Cre14.g629102			Cre14.g629102	serine-type peptidase activity proteolysis hydrolase activity	Serine
Cre14.g634193			Cre14.g634193	mediator complex transcription coactivator activity positive regulation of transcription by RNA polymerase II	Mediator_Complex
Cre14.g613652			Cre14.g613652	Unknown	Unknown
Cre14.g610100			Cre14.g610100	Unknown	Unknown
Cre14.g615634			Cre14.g615634	Unknown	Unknown
Cre14.g622340			Cre14.g622340	Unknown	Unknown
Cre14.g613150			Cre14.g613150	Unknown	Unknown
Cre14.g622900			Cre14.g622900	Unknown	Unknown
Cre14.g620233			Cre14.g620233	Unknown	Unknown
Cre14.g624201			Cre14.g624201	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor chloroplast stroma cell redox homeostasis	Chloroplast_Function
Cre14.g625600			Cre14.g625600	Unknown	Unknown
Cre14.g612300			Cre14.g612300	Unknown	Unknown
Cre14.g618300			Cre14.g618300	Unknown	Unknown
Cre14.g627700			Cre14.g627700	FAD binding kinase activity transferase activity metal ion binding chloroplast membrane zinc ion binding phytol kinase activity	Vitamin_E_Tocopherol
Cre14.g618820			Cre14.g618820	DNA binding	Unknown
Cre14.g628566			Cre14.g628566	Unknown	Unknown
Cre14.g631701			Cre14.g631701	Unknown	Unknown
Cre14.g631200			Cre14.g631200	axoneme microtubule binding beta-tubulin binding	Cytoskeleton
Cre14.g608400			Cre14.g608400	Unknown	Unknown
Cre14.g610250			Cre14.g610250	Unknown	Unknown
Cre14.g612350			Cre14.g612350	metal ion binding zinc ion binding	Unknown
Cre14.g617450			Cre14.g617450	protein folding response to hydrogen peroxide response to heat response to salt stress protein complex oligomerization	Unknown
Cre14.g631145			Cre14.g631145	proteolysis cysteine-type peptidase activity plasma membrane signal transduction transmembrane signaling receptor activity	Cysteine
Cre14.g619825			Cre14.g619825	ATP binding catalytic activity DNA binding DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity chromosome metal ion binding DNA topoisomerase activity isomerase activity DNA metabolic process reciprocal meiotic recombination meiotic DNA double-strand break processing meiotic DNA double-strand break formation nuclear chromosome	Unknown
Cre14.g616550			Cre14.g616550	intracellular signal transduction cyclic nucleotide biosynthetic process membrane nucleotide binding catalytic activity lyase activity signal transduction plasma membrane guanylate cyclase activity cGMP biosynthetic process peptide receptor activity receptor guanylyl cyclase signaling pathway	Unknown
Cre14.g632300			Cre14.g632300	histone deacetylase activity hydrolase activity epigenetic regulation of gene expression	Histone_Modification
Cre14.g629200			Cre14.g629200	Unknown	Unknown
Cre14.g622050			Cre14.g622050	glycosyltransferase activity Golgi membrane glycoprotein biosynthetic process	Vesicle_Trafficking
Cre14.g628752			Cre14.g628752	phospholipid metabolic process membrane plasma membrane signal transduction phosphatidate phosphatase activity phospholipid dephosphorylation	Phospholipid_Biosynthesis
Cre14.g610200			Cre14.g610200	nucleus regulation of gene expression sequence-specific DNA binding	Unknown
Cre14.g612226			Cre14.g612226	Unknown	Unknown
Cre14.g630600			Cre14.g630600	kinase activity transferase activity metal ion binding chloroplast membrane zinc ion binding phytol kinase activity	Vitamin_E_Tocopherol
Cre14.g622800			Cre14.g622800	lipid metabolic process	Unknown
Cre14.g628050			Cre14.g628050	intra-Golgi vesicle-mediated transport Golgi transport complex protein transport Golgi membrane Golgi apparatus	Vesicle_Trafficking
Cre14.g622075			Cre14.g622075	nucleus transcription coactivator activity positive regulation of transcription by RNA polymerase II	RNA_Polymerase
Cre14.g612633			Cre14.g612633	Unknown	Unknown
Cre14.g617950			Cre14.g617950	calcium ion binding cytoplasm enzyme regulator activity	Unknown
Cre14.g626400			Cre14.g626400	iron ion binding oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen heme binding monooxygenase activity oxidoreductase activity metal ion binding	Redox_Metabolism
Cre14.g614550			Cre14.g614550	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre14.g631400			Cre14.g631400	Unknown	Unknown
Cre14.g619166			Cre14.g619166	ATP binding protein kinase activity protein serine/threonine kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding cytosol nucleus DNA damage response protein kinase CK2 complex regulation of cell cycle	Serine
Cre14.g609202			Cre14.g609202	zinc ion binding oxidoreductase activity calcium ion binding metalloendopeptidase activity proteolysis metallopeptidase activity extracellular matrix hydrolase activity metal ion binding peptidase activity extracellular matrix organization collagen catabolic process	Protein_Proteolysis
Cre14.g632807			Cre14.g632807	Unknown	Unknown
Cre14.g612950			Cre14.g612950	intracellular signal transduction cyclic nucleotide biosynthetic process phosphorus-oxygen lyase activity membrane nucleotide binding lyase activity plasma membrane guanylate cyclase activity cGMP biosynthetic process peptide receptor activity receptor guanylyl cyclase signaling pathway	Unknown
Cre14.g614226			Cre14.g614226	Unknown	Unknown
Cre14.g627050			Cre14.g627050	Unknown	Unknown
Cre14.g630376			Cre14.g630376	Unknown	Unknown
Cre14.g632450			Cre14.g632450	protein binding	Unknown
Cre14.g613200			Cre14.g613200	Unknown	Unknown
Cre14.g616350			Cre14.g616350	extracellular space	Unknown
Cre14.g627576			Cre14.g627576	ATP binding microtubule-based movement dynein complex minus-end-directed microtubule motor activity dynein light intermediate chain binding dynein intermediate chain binding nucleotide binding microtubule cilium cell projection organization cilium assembly cilium movement involved in cell motility 9+2 motile cilium	Cytoskeleton
Cre14.g628150			Cre14.g628150	Unknown	Unknown
Cre14.g612750			Cre14.g612750	Unknown	Unknown
Cre14.g626150			Cre14.g626150	Unknown	Unknown
Cre14.g628200			Cre14.g628200	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity signal transduction protein binding	Serine
Cre14.g629400			Cre14.g629400	nucleus regulation of telomere maintenance	Telomere_Maintenance
Cre14.g609900			Cre14.g609900	membrane	Unknown
Cre14.g620900			Cre14.g620900	Unknown	Unknown
Cre14.g613000			Cre14.g613000	membrane	Unknown
Cre14.g630000			Cre14.g630000	Unknown	Unknown
Cre14.g618800			Cre14.g618800	kinase activity transferase activity metal ion binding chloroplast membrane zinc ion binding phytol kinase activity	Vitamin_E_Tocopherol
Cre14.g623350			Cre14.g623350	Unknown	Unknown
Cre14.g630835			Cre14.g630835	Unknown	Unknown
Cre14.g619854			Cre14.g619854	glycosyltransferase activity Golgi membrane glycoprotein biosynthetic process	Vesicle_Trafficking
Cre14.g623000			Cre14.g623000	hydrolase activity	Unknown
Cre14.g624550			Cre14.g624550	Unknown	Unknown
Cre14.g632860			Cre14.g632860	ATP binding protein kinase activity protein phosphorylation cytoplasm signal transduction	Protein_Kinase_Signalling
Cre14.g626250			Cre14.g626250	Unknown	Unknown
Cre14.g631350			Cre14.g631350	metallopeptidase activity peptidase activity	Protein_Proteolysis
Cre14.g608700			Cre14.g608700	pyridoxal phosphate binding biosynthetic process transaminase activity transferase activity alpha-amino acid metabolic process	Vitamin_B6_Pyridoxine
Cre14.g608750			Cre14.g608750	plasma membrane membrane	Unknown
Cre14.g617150			Cre14.g617150	membrane endoplasmic reticulum acyltransferase activity triglyceride biosynthetic process	Unknown
Cre14.g611950			Cre14.g611950	Unknown	Unknown
Cre14.g613700			Cre14.g613700	metal ion binding zinc ion binding	Unknown
Cre14.g615500			Cre14.g615500	tRNA threonylcarbamoyladenosine modification transferase activity metal ion binding acyltransferase activity mitochondrion tRNA processing acyltransferase activity, transferring groups other than amino-acyl groups N(6)-L-threonylcarbamoyladenine synthase activity	tRNA_Modification
Cre14.g613134			Cre14.g613134	protein-lysine N-methyltransferase activity transferase activity methyltransferase activity methylation peptidyl-lysine methylation	Protein_Methylation
Cre14.g613850			Cre14.g613850	RNA binding RNA nuclease activity hydrolase activity cytoplasm nuclease activity exonuclease activity exosome (RNase complex) gene expression RNA catabolic process 3'-5'-RNA exonuclease activity enzyme binding	RNA_Processing
Cre14.g628650			Cre14.g628650	malic enzyme activity NAD binding oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor oxidoreductase activity metal ion binding malate dehydrogenase (decarboxylating) (NADP+) activity malate metabolic process	Redox_Metabolism
Cre14.g623800			Cre14.g623800	acyltransferase activity, transferring groups other than amino-acyl groups protein-N-terminal amino-acid acetyltransferase activity transferase activity cytoplasm acyltransferase activity NatC complex N-terminal peptidyl-methionine acetylation	Methionine
Cre14.g618200			Cre14.g618200	Unknown	Unknown
Cre14.g619450			Cre14.g619450	chitin binding	Cell_Wall_Remodeling
Cre14.g620350			Cre14.g620350	riboflavin biosynthetic process 3,4-dihydroxy-2-butanone-4-phosphate synthase activity metal ion binding catalytic activity lyase activity cytosol	Vitamin_B2_Riboflavin
Cre14.g609010			Cre14.g609010	Unknown	Unknown
Cre14.g609700			Cre14.g609700	nucleus DNA-binding transcription factor activity, RNA polymerase II-specific RNA polymerase II cis-regulatory region sequence-specific DNA binding negative regulation of transcription by RNA polymerase II	Transcription
Cre14.g611300			Cre14.g611300	membrane plasma membrane photoreceptor activity phototransduction	Unknown
Cre14.g630823			Cre14.g630823	membrane	Unknown
Cre14.g612800			Cre14.g612800	Unknown	Unknown
Cre14.g609650			Cre14.g609650	cytoplasm	Unknown
Cre14.g610700			Cre14.g610700	nucleus	Unknown
Cre14.g620800			Cre14.g620800	Unknown	Unknown
Cre14.g625950			Cre14.g625950	RNA binding RNA processing nucleotidyltransferase activity transferase activity metal ion binding tRNA processing positive regulation of DNA-templated transcription SWI/SNF complex tRNA 3'-terminal CCA addition	Cell_Cycle_Chromatin
Cre14.g608652			Cre14.g608652	Unknown	Unknown
Cre14.g628450			Cre14.g628450	peptidyl-prolyl cis-trans isomerase activity protein peptidyl-prolyl isomerization	Proline
Cre14.g627000			Cre14.g627000	Unknown	Unknown
Cre14.g624500			Cre14.g624500	nucleus rRNA processing RNA binding nucleolus nuclear exosome (RNase complex) U4 snRNA 3'-end processing poly(A)-dependent snoRNA 3'-end processing cytoplasmic exosome (RNase complex) rRNA catabolic process nuclear mRNA surveillance exosome (RNase complex)	RNA_Processing
Cre14.g611700			Cre14.g611700	plastid	Chloroplast_Function
Cre14.g619133			Cre14.g619133	tricarboxylic acid cycle oxidoreductase activity oxidoreductase activity, acting on the CH-CH group of donors electron transport chain flavin adenine dinucleotide binding mitochondrial inner membrane succinate dehydrogenase (quinone) activity electron transfer activity mitochondrial electron transport, succinate to ubiquinone respiratory chain complex II (succinate dehydrogenase)	Ubiquinone_Biosynthesis
Cre14.g632650			Cre14.g632650	ATP binding protein kinase activity protein phosphorylation nucleotide binding carbohydrate binding	Protein_Kinase_Signalling
Cre14.g613100			Cre14.g613100	Unknown	Unknown
Cre14.g624000			Cre14.g624000	ATP binding kinase activity axoneme SCF ubiquitin ligase complex SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	Protein_Kinase_Signalling
Cre14.g625300			Cre14.g625300	membrane transmembrane transport sodium ion transport monoatomic cation transmembrane transport monoatomic cation transmembrane transporter activity monoatomic cation transport	Unknown
Cre14.g627850			Cre14.g627850	lysine biosynthetic process via diaminopimelate NADPH binding 4-hydroxy-tetrahydrodipicolinate reductase oxidoreductase activity amino acid biosynthetic process chloroplast stroma diaminopimelate biosynthetic process lysine biosynthetic process	Lysine
Cre15.g637282			Cre15.g637282	Unknown	Unknown
Cre15.g641150			Cre15.g641150	membrane ubiquitin binding double-strand break repair via homologous recombination	Ubiquitin_Proteasome
Cre15.g639000			Cre15.g639000	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g636176			Cre15.g636176	ice binding antifreeze activity	Unknown
Cre15.g639700			Cre15.g639700	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g643386			Cre15.g643386	mitochondrion tricarboxylic acid cycle protein binding dihydrolipoyllysine-residue succinyltransferase activity	Unknown
Cre15.g638550			Cre15.g638550	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g641527			Cre15.g641527	protein binding	Unknown
Cre15.g635950			Cre15.g635950	actin cytoskeleton organization	Cytoskeleton
Cre15.g641282			Cre15.g641282	Unknown	Unknown
Cre15.g636075			Cre15.g636075	Unknown	Unknown
Cre15.g641674			Cre15.g641674	Unknown	Unknown
Cre15.g639614			Cre15.g639614	Unknown	Unknown
Cre15.g635600			Cre15.g635600	nascent polypeptide-associated complex cytoplasm protein targeting to membrane	Translation
Cre15.g640450			Cre15.g640450	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g637315			Cre15.g637315	Unknown	Unknown
Cre15.g635700			Cre15.g635700	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity signal transduction	Serine
Cre15.g636100			Cre15.g636100	Unknown	Unknown
Cre15.g637552			Cre15.g637552	Unknown	Unknown
Cre15.g640200			Cre15.g640200	RNA binding nucleic acid binding nucleus cytoplasm mRNA binding RNA processing	Unknown
Cre15.g637216			Cre15.g637216	Unknown	Unknown
Cre15.g638401			Cre15.g638401	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g643702			Cre15.g643702	Unknown	Unknown
Cre15.g639100			Cre15.g639100	Unknown	Unknown
Cre15.g634582			Cre15.g634582	ciliary transition zone non-motile cilium assembly	Molybdenum_Cofactor
Cre15.g641950			Cre15.g641950	Unknown	Unknown
Cre15.g639350			Cre15.g639350	mediator complex transcription coactivator activity positive regulation of transcription by RNA polymerase II	Mediator_Complex
Cre15.g637450			Cre15.g637450	Unknown	Unknown
Cre15.g641662			Cre15.g641662	Unknown	Unknown
Cre15.g637850			Cre15.g637850	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g637900			Cre15.g637900	Unknown	Unknown
Cre15.g639750			Cre15.g639750	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g635850			Cre15.g635850	proton motive force-driven ATP synthesis proton-transporting ATP synthase activity, rotational mechanism membrane monoatomic ion transport mitochondrion mitochondrial inner membrane ATP biosynthetic process proton transmembrane transport proton-transporting ATP synthase complex	ATP_Synthase
Cre15.g636600			Cre15.g636600	nucleus axoneme protein binding	Unknown
Cre15.g640652			Cre15.g640652	ribosomal large subunit binding nucleus cytoplasm ribosomal large subunit export from nucleus	Translation
Cre15.g639802			Cre15.g639802	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g639850			Cre15.g639850	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g639550			Cre15.g639550	Unknown	Unknown
Cre15.g634800			Cre15.g634800	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g643388			Cre15.g643388	Unknown	Unknown
Cre15.g643050			Cre15.g643050	Unknown	Unknown
Cre15.g636250			Cre15.g636250	Unknown	Unknown
Cre15.g636300			Cre15.g636300	post-chaperonin tubulin folding pathway tubulin complex assembly cytoplasm nucleus microtubule plus-end cytoplasmic microtubule organization protein binding alpha-tubulin binding	Cytoskeleton
Cre15.g637150			Cre15.g637150	membrane ice binding exocytosis small GTPase binding antifreeze activity	Small_GTPase
Cre15.g634900			Cre15.g634900	Unknown	Unknown
Cre15.g635067			Cre15.g635067	phosphate ion transport	Unknown
Cre15.g640152			Cre15.g640152	membrane endoplasmic reticulum ceramide biosynthetic process sphingolipid catabolic process cell periphery phospholipase activity	Sphingolipid_Metabolism
Cre15.g639056			Cre15.g639056	nucleus protein-lysine N-methyltransferase activity histone methyltransferase activity protein binding chromatin remodeling	Protein_Methylation
Cre15.g643499			Cre15.g643499	Unknown	Unknown
Cre15.g643700			Cre15.g643700	ATP hydrolysis activity cytoplasm microtubule motor activity microtubule-based movement kinesin complex microtubule binding microtubule	Cytoskeleton
Cre15.g643703			Cre15.g643703	RNA binding nucleic acid binding mRNA binding	Unknown
Cre15.g639504			Cre15.g639504	metal ion binding zinc ion binding protein binding	Unknown
Cre15.g638150			Cre15.g638150	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g637183			Cre15.g637183	Unknown	Unknown
Cre15.g635300			Cre15.g635300	membrane endoplasmic reticulum ceramide biosynthetic process sphingolipid catabolic process cell periphery phospholipase activity	Sphingolipid_Metabolism
Cre15.g643515			Cre15.g643515	Unknown	Unknown
Cre15.g644050			Cre15.g644050	metallopeptidase activity peptidase activity	Protein_Proteolysis
Cre15.g640550			Cre15.g640550	Unknown	Unknown
Cre15.g639150			Cre15.g639150	calcium ion binding mitochondrial inner membrane ribosome binding mitochondrion transmembrane transport antiporter activity	Translation
Cre15.g637602			Cre15.g637602	Unknown	Unknown
Cre15.g639950			Cre15.g639950	membrane endoplasmic reticulum ceramide biosynthetic process sphingolipid catabolic process cell periphery phospholipase activity	Sphingolipid_Metabolism
Cre15.g643750			Cre15.g643750	Unknown	Unknown
Cre15.g641200			Cre15.g641200	transmembrane transport membrane mitochondrial inner membrane transmembrane transporter activity	Mitochondrial_Transport
Cre15.g642976			Cre15.g642976	Unknown	Unknown
Cre15.g638651			Cre15.g638651	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g637000			Cre15.g637000	Unknown	Unknown
Cre15.g640600			Cre15.g640600	iron ion binding catalytic activity oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen ferric iron binding oxidoreductase activity dioxygenase activity	Redox_Metabolism
Cre15.g638650			Cre15.g638650	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g639300			Cre15.g639300	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g642950			Cre15.g642950	Unknown	Unknown
Cre15.g643550			Cre15.g643550	pyridoxal phosphate biosynthetic process lyase activity vitamin B6 biosynthetic process amino acid metabolic process amine-lyase activity pyridoxine biosynthetic process protein heterodimerization activity	Vitamin_B6_Pyridoxine
Cre15.g644051			Cre15.g644051	ATP binding ATP hydrolysis activity	Unknown
Cre15.g635717			Cre15.g635717	Unknown	Unknown
Cre15.g640800			Cre15.g640800	RNA polymerase III preinitiation complex assembly transcription factor TFIIIB complex TFIIIC-class transcription factor complex binding	Transcription
Cre15.g641700			Cre15.g641700	Unknown	Unknown
Cre15.g640100			Cre15.g640100	membrane endoplasmic reticulum ceramide biosynthetic process sphingolipid catabolic process cell periphery phospholipase activity	Sphingolipid_Metabolism
Cre15.g642865			Cre15.g642865	Unknown	Unknown
Cre15.g641976			Cre15.g641976	Unknown	Unknown
Cre15.g640350			Cre15.g640350	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g638750			Cre15.g638750	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g641000			Cre15.g641000	intracellular transport protein transport mRNA transport nuclear pore protein export from nucleus	Nuclear_Transport
Cre15.g639200			Cre15.g639200	Unknown	Unknown
Cre15.g634913			Cre15.g634913	Unknown	Unknown
Cre15.g643392			Cre15.g643392	Unknown	Unknown
Cre15.g634550			Cre15.g634550	ciliary transition zone non-motile cilium assembly	Molybdenum_Cofactor
Cre15.g637750			Cre15.g637750	membrane endoplasmic reticulum ceramide biosynthetic process sphingolipid catabolic process cell periphery phospholipase activity	Sphingolipid_Metabolism
Cre15.g638956			Cre15.g638956	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre15.g638400			Cre15.g638400	Unknown	Unknown
Cre15.g637350			Cre15.g637350	RNA binding RNA methyltransferase activity tRNA methylation RNA processing transferase activity methyltransferase activity methylation tRNA (guanine) methyltransferase activity	Purine
